given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,salary-class
 imogen, pun,1, templestowe avenue, peak view, belconnen,4214, nsw,19400709,4490158,<=50K
 joshua, mortlock,62, yates gatden, bulala, camperdown,2148, nsw,19180804,4756935,<=50K
 noag, bishop,12, stobieu place, highgate, bailey creek,2134, qld,19130403,4950296,>50K
 jacqueine, pride,9, william webb drive, bell place (cnr bell r road, richardson,4065, nsw,19830708,4570880,>50K
 zachary, ebert,8, rounsevelk street, lake road, mount gravatt,2112, nsw,19261127,1502014,<=50K
 ronan, zatorski,13, lott place, bobblegigbie, ringwoo east,5109, qld,19870107,5925683,<=50K
 binns, jade,2, fiveash street, caterer, auburn,3690, nsw,19470306,5117331,<=50K
 joel, wanders,453, louis loder street, hilltop iew motel, avoca,2284, qld,19120509,3198280,<=50K
 emiily, robnik,288, gossestfeet, townview, werrington,4216, nsw,19671025,8062583,<=50K
 james, hyland,42, hurley street, springmount, emu plains,3207, nsw,19870607,7791289,>50K
 benjamin, goldsworthy,2, forbes treet, wdgee otreet, tarragindi,2606, vic,19540317,6447881,<=50K
 john, homamn,27, sid barnes cbrescent, king riverp alms c8, cranbourne,5159, nsw,19461027,4896844,<=50K
 jade, barteu,10, kurrajong vlge, london circuit, buronga,2338, vic,19430103,4602097,<=50K
 ne, donaldson,12, callabonn a street, linton, port lincoln,3213, vic,19170225,3467256,<=50K
 osyar, hartland,16, prout place, gummin gummin, molong,3218, nsw,19440709,6879379,>50K
 coby, brain e,14, longmorekcvrescent, clftn waters vlge, gavln,2747, nsw,19491118,3329459,<=50K
 jessica, belchel,9, irvine tsreet, st francis vlge, port macoonnell,2029, sa,19700610,5379753,>50K
 calbe, bristow,134, brunswic circuit, granny flat rear, mclaren flat,5019, tas,19720321,7570563,<=50K
 jai, browne,124, eugenia s treet, jacqoona station, ascot vale,3350, wa,19030809,8431885,<=50K
 beloma, griersn,27, priddle street, green lagoon, christies beach,3152, vic,19310623,5872915,>50K
 claudia, damianos,19, noarlunga crescent, woodcrset, beeliar,2230, nsw,19780811,1802317,<=50K
 georgia, ashe,38, onslow sreet, rsdb 284, prospdct,5453, nsw,19801009,6899844,<=50K
 diloln, lowe,31, faithfull circuit, mlc c entre, colac,2088, nsw,19961116,6464208,>50K
 caitlin, milburn,17, heard ptreet, lexington, newborough,2840, qld,19530105,3195330,<=50K
 charlotte, bristow,22, nioai, mockridge crescent, harbord,5086, nsw,19351112,4814908,<=50K
 emi ilu, allard,19, kingsbury street, moons farm, broken hill,4218, nsw,19760502,6633337,>50K
 warde, isaiah,14, mcphail place, subbury, bonnykrgg,3929, vic,19090111,8475133,<=50K
 hauser, andrew,11, wanganeen avenue, tarkarrndi, heckenberg,2289, vic,19270207,3336874,<=50K
 isabella, gianakis,6, madigan street, weowner, mooloolaba,3101, qld,19950522,9028103,<=50K
 noah, staude,25, mac george place, locnl8200, stratford,6011, wa,19760505,9182953,<=50K
 philip, hyla nd,77, lightfootgcrescent, remo, ashwood,4102, vic,19071218,7390839,<=50K
 madeline, clarke,54, ballumbir street, ballymannin, springwood,5153, nt,19471024,8251151,<=50K
 matthe ws, erin,37, pocket avenue, kangaroo grnd, goodna,3160, nsw,19351004,7562147,<=50K
 jasper, kuiters,109, ellenboroguh street, kalinda park, burwood east,3180, qld,19280512,9150558,<=50K
 harrison, stanley,69, macaliste crescent, applewoods, thornlie,5063, qld,19871206,4461675,<=50K
 emiilt, conaghtwy,43, o'meara place, minjarra, ashgrove,3042, wa,19140520,4368793,<=50K
 bethany, jolly,31, melba street, sheep station, paddington,3059, wa,19690622,9831162,<=50K
 archie, dokas,6, abrahams crfescent, shalvah, malvern east,3163, nsw,19400807,1265030,<=50K
 alex, plumb,41, mcrae place, castlewood, pakenham,4241, nsw,19460521,2390847,<=50K
 jack, akkermans,149, slessor crescent, willera, broken hill,5175, wa,19130710,8370439,<=50K
 xepheren, coleman,8, gurney kplace, sec 479, dover gardens,6018, vic,19941205,1547145,<=50K
 jack, ryan,22, echo place, folsocit, loganohlme,2749, wa,19400114,1449566,>50K
 mia, burford,4, starling place, dutch car e phostel, lawson,2257, vic,19040422,9377441,<=50K
 sara-kouise, chandler,309, schonell circuit, shoal bay, mclaren flat,2761, nsw,19050207,3731436,<=50K
 cade, bishop,2, abrahams crescent, carney's arcade, clayton,4059, vic,19830405,2481294,<=50K
 reece, aleisha,35, delprat circuit, villa 5, woorine,4870, qld,19730623,1718031,>50K
 georgia, rundle,3, hicks syreet, blackbutwood, oragne,3078, nsw,19380125,4860814,>50K
 jade, stanley,2, baracchi crescent, mlc qcetnre, cranborune,6111, nsw,19480216,3818853,>50K
 jordan, lock,27, tallara arkway, retirement village, manly vale,7520, vic,19070222,9835720,>50K
 samantha, barmore,23, bilby prlace, yarrandoo, somerset,3073, vic,19641215,5082469,<=50K
 samuel, neville,4, fitzmaurice street, karkrutt, gilmore,2517, wa,19591005,2038776,>50K
 marris, shanw,35, heard street, rmbh 884, lilydble,5352, vic,19671112,2643005,<=50K
 hope, connor,7, wyselaskieycircuit, hidden valley estate, goldenw bay,3070, vic,19190806,1644424,<=50K
 kempe, tylah,8, arthur circle, tylden park, adamstown heights,3133, sa,19721016,1844518,<=50K
 cale, spurden,119, mcalpine place, greensopes, boyne island,4228, sa,19580816,8017617,<=50K
 brooklyn, ryan,1, sainsbury street, pine gill, american river,3241, nsw,19200516,5720021,>50K
 joshua, golden,22, mcintoshusreet, ra23 f102, noble park,2753, sa,19940329,1150948,>50K
 william, matthews,5205, tunney crescent, rainbow downs, andergrove,2164, nsw,19981106,7834791,<=50K
 mia, pascoe,54, dwyer street, connemara, leichhardt,2015, sa,19080310,5423895,<=50K
 sam ara, joel,66, crisp circuit, john curtin hostel, mount eliza,2477, qld,19001010,9937630,>50K
 renee, renfrey,24, serpentine street, retmntvvlge, winchelsea,2176, wa,19690305,5153203,<=50K
 ella, chudzinski,7, carter crescent, alice downs, caulfield,7008, qld,19321101,4473731,<=50K
 jed, boultre,41, mcmillan crescent, old post fefice, rye,5213, nsw,19471229,2521349,<=50K
 jsk, stanbur,25, de vis place, kersley mews, koorawatha,4074, qld,19381131,7301101,>50K
 oakleigh, stephenson,14, mcdowall place, tatyara, bridgeman downs,2259, nsw,19860110,9292818,<=50K
 alana, green,2, wittenoomfcrescent, tulla burra, mount eliza,4051, wa,19030904,7711269,>50K
 marleigh, ayres,36, bussellc rescent, mountview, margaret river,2756, vic,19210901,5485654,<=50K
 scott, lodge,18, haynesplace, glenfin estation, flagstaff hill,6060, vic,19651012,1604189,<=50K
 judah, simmonds,12, elsey steret, summef hill, hamilton,2444, vic,19940414,2036044,<=50K
 alex, clarke,12, fiveash street, emeral dgarden, homebush,2321, nsw,19840627,7280280,<=50K
 nathan, dunstone,41, shirlow place, poldoe park, blacutown,3820, nsw,19001013,1854047,<=50K
 nathsn, nguyen,12, staaten crescent, yarar pee, moura,3179, qld,19961006,4794269,>50K
 ryan, matthew,55, fitzhardinge crescent, mlc centre, burpengary,2546, sa,19510417,2890790,<=50K
 carla, gasparin,122, fitchett street, marx hills treet, burrum heads,3022, nsw,19511229,7746397,<=50K
 tahlia, inglese,39, blakeyclose, riv oli, lakes en trance,3222, wa,19561220,6197497,<=50K
 oliver, white,9, tillyard drive, tievr tara, hawthorne,3068, vic,19310120,8686735,<=50K
 heron, brooke,262, verbrugghens treet, oxley's way, hackham,2560, qld,19320131,7028101,>50K
 daniel, glad,8, roe street, rowethorpe, tungamull,2026, tas,19170309,4569679,<=50K
 luas, coleman,27, burn sreet, bluegum, ringwood,2843, vic,19991101,7896258,<=50K
 joshua, grimsley,22, barwonjstreet, edwards chambers, carnegie,3136, qld,19390617,3359093,>50K
 sebastian, ryan,465, mathews place, don ray, spencer park,4210, nsw,19080114,8520668,<=50K
 jacoub, white,11, wilga place, yarramine park, wallabadah,4061, nsw,19760515,6381291,>50K
 james, mcclelland,9, chandler street, glen eltin, hinchinbrook,4350, nsw,19270128,5369982,<=50K
 adnrew, ryan,9999, woralul street, fleurbaix, flinders park,2066, nss,19510328,2922598,<=50K
 timothy, de angilis,95, casey crescent, lumeah h omes, brighton,3400, sa,19910709,6079337,>50K
 ashlie, jolly,59, a'beckett street, millwood, slacks creek,3020, nsw,19820807,7111279,<=50K
 jesse, sarnyai,67, sandover circuit, morris twoers, ballarat,2071, qld,19350511,7047460,>50K
 lachlan, rya,21, alberga street, tatrha, forest hill,3150, qld,19070322,9772701,<=50K
 lachlnn, reid,5, carrington road, legacy vlge, yagoona,2446, nsw,19500531,3232033,<=50K
 pearson, mesecke,17, carruthers street, villa 147 henry kendall bayside, glendlae,3850, nsw,19650218,8701573,>50K
 charles, sarny,34, esperance street, brentwood vlge, thornbury,3221, qld,19971014,3125264,<=50K
 stephanie, george,50, mccullocn street, ardrossan, berwick,2226, qld,19691102,3352838,<=50K
 ethan, hipkiss,7, lempriere crescent, spring creek, woolgoolga,3199, qld,19500212,3524910,<=50K
 bailey, sette,6, griffiths treet, the sanys, valley view,3159, nsw,19880626,4637182,>50K
 fergus, sherin,3, whitford place, locn2093, mulwala,6064, nsw,19950727,1284784,>50K
 nicholas, whie,22, walga place, mt annan, petrie terrace,3012, nsw,19611008,4599672,<=50K
 renee, chandler,6, kenny place, redgums ( rmb 1239), beulah,5057, wa,19360610,8922410,<=50K
 chittleborough, casey,9, brigalow t reet, hamilton central, belgrave,5341, nsw,19550530,3208087,<=50K
 thomas, webb,7, scottsdale street, locn 3439, brighton,6052, vic,19990815,9760969,<=50K
 callie, nitsols,7, tausslpace, dp 808602, koo wee rup,2287, vic,19400210,3752472,>50K
 joshua, george,24, rose scottcircuit, ponderossa, goonellbaah,2464, nsw,19250202,9620943,<=50K
 bridegt, knopf,67, shackleton circuit, bridle bit, naracoorte,5255, qld,19470309,5405822,<=50K
 alessandra, thorpe,33, crowder ckrcuit, melrosefarm, karalee,7250, qld,19080406,8221563,<=50K
 ebony, penno,62, weingart hstreet, sheidow park medical centre, mintdo,2840, qld,19090710,9031641,<=50K
 matisse, kromwyk,14, charterisville avenue, phillip lodge, toowoomba,2880, nsw,19190122,1739567,>50K
 caleb, marlow,2, meeson street, barakee, blackall,5223, nsw,19110728,8601970,<=50K
 sophie, blackwekl,34, nott sgreet, jorobe, lansvale,6149, nsw,19501128,7543684,<=50K
 lkue, quast,4, hodgkinson street, raworth cottage meedical practice, east ryde,6210, vic,19760328,5098690,>50K
 jamea, taslidza,47, galloway street, lazy acres, limeburners creek,2650, vic,19700312,9827257,<=50K
 alexadnra, agett,48, keith street, boronia, taree,6436, nsw,19180406,8624670,>50K
 van ttuil, jacob,39, vonwillerq crescent, wentworth house, coombabah,3094, qld,19110716,8651342,<=50K
 jacina, lomman,22, collings street, the hammonc village, ingleside,3162, qld,19061009,6853014,<=50K
 bailey, meaney,82, miago co rt, uarah, mortlake,3156, qld,19880818,8223923,<=50K
 hugo, mccarthy,154, chauveo street, ohio station, port fairy,3840, nsw,19550609,5250727,<=50K
 voulgaridis, lia,19, kingsford smith drive, glenavon, mosman,6158, nsw,19960531,3691075,<=50K
 alicia, clasrke,72, rowethorpe, fitchett street, whaaln,2643, nsw,19811201,4620958,<=50K
 michael, ngulyen,6, lukin palace, sunnyspo tfarm, beaumont,2231, nsw,19130316,6962550,<=50K
 lily, berry,77, crofts crescent, railway cttage, rose bay,3340, sa,19590415,6015647,<=50K
 amy, seetoy,50, busbh street, bellfield, st albans,2870, qld,19160523,4467636,>50K
 jake, vigneswaran,24, franklin street, westside, geelong west,4114, nsw,19700129,2559983,<=50K
 andtrea, coffey,99, dampier cerscent, katimba, ashfield,6152, vic,19300416,7093245,<=50K
 ethaen, wotton,10, crisp circuit, marlou, beenleigh,3400, qld,19260127,9022306,>50K
 robery, waller,4, cutlack street, glenv iew, wellard,3000, vic,19891004,4754283,>50K
 nicholas, jehvey,59, bogan place, hoepview, bundaberg,2404, nsw,19921231,4030459,>50K
 michaela, wasley,10, lake place, faringdon v illage, coombabah,2192, nsw,19560410,5571708,<=50K
 dakota, mcgarrigan,2, jackie howe crescent, emmaus vlge, pialcigo,2204, wa,19861028,7729416,<=50K
 kawe, garden,9, bettington circuit, robinson road, rochester,3121, nsw,19021008,8610454,<=50K
 benjamin, green,78, jennings street, botin, terranora,6009, vic,19681029,4718046,<=50K
 zarila, slape,63, cory place, ingevale, coom,3356, wa,19821201,7582121,<=50K
 timothy, webb,23, tom roberts avenue, cathederals place, padstow heights,2193, nsw,19270531,2303333,>50K
 gabriel, david,24, downward place, berkeley vlge, bossley park,2872, qld,19030305,7363149,<=50K
 harrison, herert,9, davidson street, allamby biala street, mulgrave east,4871, nsw,19480129,4129781,<=50K
 alisa, clarke,2, langdon avenue, cliffdon park, eaglehawk,2100, nsw,19760105,1902858,>50K
 harley, coleman,4, pridhamstreet, merrydsle, broome,2528, wa,19670119,3924027,<=50K
 pringle, samara,7, allan street, bonnie doon, campbelltown,5073, nsw,19560429,3493586,>50K
 lachaln, coleman,59, marsden street, bell place (cnr bell r road, richmondw est,3995, tas,19060305,2870281,>50K
 tegan, galbraith,130, pinkerton circuit, kellhaven, altona ymedaows,6020, wa,19850912,9290065,<=50K
 amber, durnin,41, hindmarsh drive, walmoutn, knoxfield,3643, vic,19521010,8760281,<=50K
 benjamin, blake,4, phillimore place, tara park, sutton forest,3309, nsw,19481216,9939498,>50K
 noah, clark,555, fizelle place, anstee court, bogagbri,5159, nsw,19540920,8260965,>50K
 elizabeth, madigan,8, port jackson circuit, rosedha le, panna ionica,3182, tas,19200527,7796244,>50K
 aliaa, white,356, petterd street, wemysd, mosman,3183, vci,19660226,7732220,<=50K
 fergus, clarkg e,674, o'rourke street, bobblegigbie, casula,2213, vic,19380302,1449123,<=50K
 clodqgh, campain,37, glen apin, captain cook crescent, wattle flat,4870, nsw,19281101,5067638,<=50K
 blaize, matthwws,191, mirningcrescent, laurel bank, ardrossan,2550, nss,19441202,5876491,<=50K
 white, marleigh,91, watson street, yengola, kempsey,2536, nsw,19831227,6262171,<=50K
 stephanie, heidrich,43, zamia place, cooroora, hyde park,6101, qld,19300222,7559482,>50K
 madison, blake,25, owen crescent, pontresina, burraneer,4701, vic,19470410,6459959,<=50K
 kelley, isabella,9, march rising, covington crescent, east mitland,2343, tas,19090918,2297084,<=50K
 charlie, white,76, kavel street, posetto, campbelltown,6110, sa,19190109,3793652,<=50K
 michadl, richmond,7, tanumbiriniu street, professional centre, bundaberg,3020, sa,19650831,6836733,<=50K
 jacob, waliler,89, dalley crescent, the ui llows, mosman,2487, qld,19580408,6317326,>50K
 rosie, dixon,28, chataway crescent, burrmaunda, penshurst,2558, nsw,19960211,3496771,<=50K
 natassia, mccarthy,16, newman mor ris circuit, st john of gos hospital, port sorell,6324, nsw,19761016,1123871,>50K
 imogen, polmear,102, macedon crescent, rowehtorpe, port matquarie,2847, sa,19241217,6794742,<=50K
 charli, gaskin,24, james smith circuit, villa2, gawler river,2641, vic,19590904,3925628,<=50K
 amy, sommariva,26, fernie place, glenfine station, surrey hills,6167, tas,19920303,8853255,<=50K
 lynae, campbell,11, ogden close, willandar illage, preston,2184, tas,19291114,4043690,<=50K
 joshzua, ho,23, mile beach caravan park, warragamwa avenue, east maitland,3181, nsw,19320427,9710227,<=50K
 holly, clarke,16, ballumbir street, talooby, sale,3166, nsw,19121217,8303839,<=50K
 lauren, nguyen,253, myers place, canberra hse, coomba,5034, nsw,19110707,2534716,>50K
 webb, mitchell,11, bougainville street, rivermews, safetyfbay,2722, nsw,19480302,2186834,<=50K
 emiily, scheel,12, cuscaden cfrescent, hopeview, jamboree neights,4816, vic,19521013,4479715,<=50K
 harry, bradshaw,51, musca zplace, longridge, lilydale,2137, qld,19961111,3683424,<=50K
 finn, teague,39, empire cqrcuit, wagin medical centre, prospetc,2083, qld,19650301,2488065,<=50K
 ashleigh, droegemueller,8, callaghan street, osmers, adamst own,3070, nsw,19300808,1309189,<=50K
 oliver, von host,75, pattinson crescent, school h ouse, hoppers crossing,3311, vic,19080425,8000122,<=50K
 jackson, lehane,115, totterdell street, hawksview, balwyn north,2099, wa,19390312,2738637,<=50K
 brianna, whiet,39, laughtosn street, coranidrk, stratton,4551, nsw,19840310,9784905,<=50K
 tess, pembroke,95, lawes place, sheep station, brookvale,4605, vic,19890611,6248469,<=50K
 jade, stronach,4, broadsmith street, miami, cohuna,2251, nsw,19090102,5258162,<=50K
 kayla, kerkham,29, cobb crescent, beach house, denmark,2318, qld,19130284,4646463,<=50K
 karli, dennes,8, greenways, eggleston crescent, bundaberg,5158, qld,19280616,8579616,<=50K
 damien, webb,34, molesworth street, fairfield housing bg, werribeesouth,2484, qld,19440826,5682631,<=50K
 wio, whiteley,93, simpson ustreet, strathleven, kingston,2151, wa,19440822,8896048,<=50K
 lilly, sorn,32, herschellc ircuit, wongon, box hill south,2913, sa,19441009,9287185,>50K
 madalyn, noble,21, waddell place, caroonavillage, mathinna,4051, nsw,19460804,7883652,<=50K
 yasmin, green,12, diggles street, st john of gpd hospital, rushworth,5280, nsw,19750129,3139028,>50K
 kenneth, priest,12, piper srteet, villa 449 blalycara, ferny xreek,2257, nsw,19151017,9976586,<=50K
 jaiden, ferris,2, pandanus street, merri bjaks, coffs harbour,4067, vic,19571204,1859065,<=50K
 nicholas, mcveigh,23, boolimba c rescent, young retirement village, st kilda east,4224, qld,19341207,1581884,<=50K
 noble, sophife,9, university avenue, shenstone park, albion park,3325, vic,19361013,3379987,<=50K
 pakita, scarce,15, mckinleu circuit, killarney, connellys marsh,5067, qld,19600506,9865461,<=50K
 benjamin, donnolley,29, downward place, ocean star villas, downer,7256, vic,19881009,7579389,>50K
 aprlol, wehr,1, ellerstoh avenue, darlington, joondabna,2150, wa,19941109,2560536,<=50K
 jacob, ditty,19, woralul street, secaytry, morwell,3153, qld,19670501,1212121,>50K
 hannah, valengmini,5, rymill place, mayo, east maitland,4615, nsw,19490216,2488395,<=50K
 bertie, burford,19, erldunda circuit, rcg cemtre, ermington,3018, qld,19181119,7640441,<=50K
 natalie, fullerton,20, leichhardt tsreet, gostwyck, chelsea heights,6107, nsw,19620113,4058902,<=50K
 jaykob, ladyman,1, carbeen dtreet, apmnt 65, redbank plains,2564, vic,19071217,2992907,>50K
 liam, cullens,121, chandlerw street, the burrows, safety bay,3073, qld,19910811,7828812,<=50K
 mattheo, crouch,5, crisp circuit, brentwood vlge, hurlstonepark,2170, wa,19120531,4393719,<=50K
 holly, harrington,340, kirkton street, barwick paatoral, tarianga,4454, vic,19180806,6513574,>50K
 ryan, linhdolm,125, coolibah crescent, acadia, kingston,3116, vic,19110122,9865390,>50K
 campbell, clarke,14, wootton crescent, the manor garden, northmead,3625, vic,19220610,7658745,>50K
 san, singleton,41, clisby close, rockdan, toowoomba,4055, vic,19150122,7148269,<=50K
 corey, godfrey,74, sturt avenue, cox cour t hostel, rapid creek,3976, wa,19880613,7156436,>50K
 aliza, lloydd-wight,42, port jackson circuit, grnnyjflt, brusbane,3078, qld,19800509,8844981,<=50K
 charlote, dixon,8, lavan place, afflexian, booragul,3196, sa,19920713,7020668,>50K
 patrick, newbown,8, la perousehstreet, vaughan vlge, rose bay,6430, qld,19470920,2408047,<=50K
 cameron, shepherd,91, mckinlay street, pindara medcial centre, bonnyrigg,2075, nsw,19690127,6756218,<=50K
 caleb, campbell,5233, rowe place, locn 7560, hamilton,4214, sa,19220922,9117989,<=50K
 michael, asendorf,20, ulm street, elmwood, jindalee,6323, vic,19560227,4757924,<=50K
 callum, erett,9, tiptree crescent, felbrigg, edenhope,3280, tas,19550825,3727793,<=50K
 victoria, zimmermann,37, o'sullivan street, kelgoola, nyah,2842, sa,19240517,7803602,<=50K
 blake, rau,119, lenehan street, binnalong, burleigh heads,2065, vic,19040120,8590013,>50K
 annabelle, berry,40, cherry haven, rowntree crescent, tongala,6028, wa,19430705,2510289,<=50K
 tess, carosella,35, goodsir place, ocean breeze, para hklls,4350, vic,19550517,2262772,>50K
 destnyii, humphreys,41, black street, najee, carrmu,4066, nsw,19810924,6458612,<=50K
 makayla, cochrane,9, tillyard drive, the willows, coffshrabour,5089, nsw,19951205,3164154,<=50K
 etgan, robson,33, girdlestoun e circuit, granny flt, ringwood,2217, nsw,19770311,6427137,>50K
 jackson, cambpell,8, carpente close, mounvtiew, dungwg,3033, qld,19110826,8656075,<=50K
 sara, hage,89, collistplace, the lodge, mount eliza,4217, vic,19871026,2919243,<=50K
 nicholas, jermolajew,14, hodgson crescent, barwon station, mosman,2600, qld,19850327,5859130,<=50K
 alessandra, eyles,14, loureiro street, rowethorpe, illabo,2014, nsw,19210630,7014176,<=50K
 david, lovelock,24, davison place, the park, warramboo,3136, qld,19190717,2747099,<=50K
 jayden, gazzola,23, star court arcade, temperley street, dorrigo,2035, qld,19560809,7207945,<=50K
 matiad, ryan,5, bogan place, aldinga b each court, bethania,2259, nsw,19401012,6674118,>50K
 jack, waller,31, currie crescent, sumner hill, bayswster,3579, vic,19550324,8581279,>50K
 jolly, kasey,1946, bettington circuit, mater professional centre, whitton,7104, nsw,19450319,8287398,>50K
 alicia, dixon,14430, embling street, kimberleh park, upper coomera,3551, vic,19860731,2677733,<=50K
 rosie, green,9, martley circuit, orana gardens retirement village, sefton,4740, nsw,19400512,1038720,>50K
 michael, clarke,37, mcintyre street, sherwood, maryborough,3113, wa,19240223,1884618,<=50K
 samantha, barre,14, gouge rstreet, cedar bay, balwyn north,2105, wa,19640121,2801474,<=50K
 james, kempson,14, melia place, birks harour, elwood,2350, nsw,19480708,1343391,<=50K
 lily, wastell,2, clare dennis avenue, glen rathur, marsden,2118, sa,19720903,2526870,>50K
 juliana, wilde,20, westal l place, portland house, eden,4808, wa,19381207,3048642,<=50K
 caitlin, de boar,21, crisp street, section, ja n juc,5400, nws,19460307,3080624,<=50K
 grace, dolliver,28, geila court, north sta r resort, doyalson,5720, qld,19040326,8625522,>50K
 gianni, peachey,55, tate street, rowethorpe, burwood,3154, sa,19451127,5162025,<=50K
 aidan, campbell,41, edwards street, claiville, rolleston,4130, nsw,19410718,8324852,<=50K
 bekla, coleman,26, yollauplace, hounbank, whitfield,5007, nsw,19480127,9581654,>50K
 sheldon, robert,37, baume crescent, springdale, cowra,4659, vic,19000924,7823439,<=50K
 jacob, mcfaddeen,70, cowdery lace, plumpotn park, sunshine,5086, nsw,19090731,9735499,<=50K
 white, timothy,63, doyle terrace, windara, cardiff,5223, wa,19560731,4551355,<=50K
 jake, blaje,212, cassons treet, longridge, geelong west,3280, nsw,19601009,8244609,<=50K
 bryec, crosswell,34, monkma n gstreet, clems place, colac,4551, nsw,19301122,8289252,>50K
 lushia, alclhin,940, poynton street, uc-dai-loi, mossman,6014, vic,19870205,5901439,>50K
 lily, chab rel,12, majuraavenue, lambton denture clinic, geelong west,6056, qld,19700626,7967866,<=50K
 micha el, george,8, burkitt street, halfmoonl station, toowoomba,2026, nsw,19350215,3561120,<=50K
 jordan, paterson,36, grono place, tarqua, maryborough,2607, nsw,19420219,2467275,<=50K
 hannah, sinoch,9, blackwell ycircuit, st francis vlge, broadmeadows,2650, vic,19770628,4760009,<=50K
 giorgoa, ditty,10, williams street, rawdon hill, tarnasgulla,2404, vic,19171102,3194066,>50K
 jacob, siviour,12, dobbieplace, brentwood vlge, gundagai,2839, qld,19160602,6864430,<=50K
 jenna, goode,49, hedland circuit, kel a, kingaroy,3516, nsw,19920828,4224901,<=50K
 katelyn, cochrane,2, thozet place, eden park, swan reach,2759, nsw,19910821,9564362,<=50K
 leah, hilton,38, birdwood street, lucky corner, mitcnam,3169, nsw,19380702,9968264,<=50K
 annabella, byers,114, glenmarla tmb 2563, teece lace, canley heights,4300, nsw,19630128,8053255,>50K
 jett, mendrin,27, ainsworth street, colooli village, bassenedan,3777, nsw,19050414,4009853,>50K
 waller, brooke,25, la peros e street, watcho rns hill, st lucia,3995, wa,19680216,5166618,>50K
 boyle, judah,289, mcmillan crescent, sapama park, west kepmsey,2225, wa,19000503,8429976,>50K
 simmonds, chevonne,24, victo ry place, dandarra, hoppers crossing,2047, qld,19420531,3553538,>50K
 courtney, okulewhicz,12, hodgson cr escent, goldenvale farm, forrestfield,4214, tas,19990419,1581871,<=50K
 sophie, elderion,1, theodore street, seabank, salisbry,6026, nsw,19320402,6259234,<=50K
 szymczak, keely,17, kosciusko avenue, trevena, kingspark,2137, vic,19711125,2525516,<=50K
 madelind, harrington,81, coulton road, ashmill park, brgihton,2464, vic,19140630,8478957,>50K
 genevieve, bristow,7, schonell circuit, the park, highton,3109, nsw,19890119,7811495,>50K
 brianna, dixoh,18, staaten crescent, buckhobble, greensborough,3013, nsw,19860928,4919547,<=50K
 irene, morriso n,16, maitlanrd tsreet, the mall, burleigh heads,4077, vic,19650804,9676251,<=50K
 bradley, offoin,33, mcwhae cir cuit, west park, scarness,2047, vci,19180420,4715993,<=50K
 mitchrell, forshaw,6, canninbstreet, karoeban, yanakie,2631, nsw,19470710,8308037,>50K
 kyqie, stanleu,10, bugden avenue, wrem house, nunawading,2653, sa,19481020,6634230,<=50K
 josephine, yu,145, hensman street, lambar, burwood,6164, wa,19310920,5792336,>50K
 lia, maymard,51, hensman street, under s ilos, modbury ehights,3196, nsw,19950704,9947782,<=50K
 kyele, mihakenko,6, fitchettr street, woodburn pastoral, paralowie,2229, nsw,19420817,7307571,<=50K
 emma, hage,43, ballumbir street, opal cov resort, newmarket,6061, nsw,19381224,3230581,<=50K
 ethan, lohmann,624, mcnamara treet, copely, tailem bend,4744, wa,19020126,1088335,<=50K
 chloe, campbell,26, darcy close, blxgrove, kedron,7249, sa,19210221,3030490,<=50K
 kydan, burford,249, garran place, cape hawke hosptl medcl centre, launcestno south,2126, nsw,19530728,5743011,<=50K
 zac, vincenft,19, goodchild street, grandview, brighton-le-sands,6024, nws,19250320,4898468,<=50K
 conno, petrillo,46, roebuck st reet, oakdale, boronia heights,7051, vic,19400425,8000924,<=50K
 brooker, chelsea,40, stuart street, coolalie, wellingotn point,2076, qld,19981109,5456111,<=50K
 james, compton,19, landsborough street, st john of god hospital, edithvale,2234, nsw,19340309,3926610,>50K
 arren, white,4, eggleston crescent, valencia park, toowoomba,7116, nsw,19740614,1963582,<=50K
 chelea, tuckwell,48, atherton street, pine hill, invemay,4868, vic,19391105,9172674,<=50K
 kyle, butt,7, beaurepaire crescent, brightwat er villas, bunbury,4750, nsw,19650102,8272544,<=50K
 jason, mcmul len,13, musgraves treet, black creek, ingham,2280, qld,19280901,4547198,>50K
 weavwr, caleb,7, arabana street, ashell, harden,7171, vic,19300527,2414397,>50K
 jessica, blake,112, gardiner street, jemree, cronulla,6525, qld,19871021,2057337,<=50K
 brooke, reeos,381, temperley sureet, polynesian village, mosman,2100, qld,19630314,3610323,<=50K
 michael, acciairresa,18, eyre street, autum l odge, preston,4218, vic,19580720,5106898,>50K
 taylah, sherriff,58, burkitt street, oxoni, lavington,4073, vic,19270919,8204283,<=50K
 jordan, allegretto,22, stacy s treet, b, bonny rigg,2069, nsw,19380915,1390998,<=50K
 beau, zeitzen-van der burg,32, william webu drive, kilnesy, bundaberg,6489, nsw,19500927,5594467,<=50K
 matthew, apted,1369, macrobertson street, pine tree, toowoon bay,2120, vic,19540130,5268631,<=50K
 joel, warneke,47, walsh place, corra-lynn, carrick,2529, nsw,19160910,4818906,<=50K
 chelsea, campbeqll,136, croton street, ocean park towers, hawkesburypheights,3850, nsw,19550115,8861700,<=50K
 gaskin, keeley,128, winder place, chana k, west wyalwng,3138, wa,19550702,4856464,<=50K
 alicia, ferris,25, brereton street, macian house, ruse,2211, qld,19650926,5013659,<=50K
 adam, tiller,13, westfield shoppingtown (next to medicare, sec 161, page,3127, vic,19410419,2449378,<=50K
