index,street_number,postcode,state,date_of_birth,salary-class
818_b,[6-74],[3976-6168],"['nsw', 'vic', 'wa']",[19880613-19920512],>50K
904_b,[6-74],[3976-6168],"['nsw', 'vic', 'wa']",[19880613-19920512],>50K
540_b,[6-27],[3287-4152],"['nsw', 'sa']",[19920918-19921128],<=50K
550_b,[6-27],[3287-4152],"['nsw', 'sa']",[19920918-19921128],<=50K
843_b,[6-27],[3287-4152],"['nsw', 'sa']",[19920918-19921128],<=50K
922_b,[6-27],[3287-4152],"['nsw', 'sa']",[19920918-19921128],<=50K
61_b,[7-44],[4740-6168],"['nsw', 'qld', 'sa']",[19920611-19930529],<=50K
272_b,[7-44],[4740-6168],"['nsw', 'qld', 'sa']",[19920611-19930529],<=50K
442_b,[7-44],[4740-6168],"['nsw', 'qld', 'sa']",[19920611-19930529],<=50K
321_b,[2-123],[4106-4744],"['nsw', 'sa']",[19970623-19990501],<=50K
355_b,[2-123],[4106-4744],"['nsw', 'sa']",[19970623-19990501],>50K
647_b,[2-123],[4106-4744],"['nsw', 'sa']",[19970623-19990501],>50K
765_b,[2-123],[4106-4744],"['nsw', 'sa']",[19970623-19990501],>50K
890_b,[2-123],[4106-4744],"['nsw', 'sa']",[19970623-19990501],>50K
489_b,[3-27],[3775-3980],"['nsw', 'wa']",[19960112-19980122],<=50K
618_b,[3-27],[3775-3980],"['nsw', 'wa']",[19960112-19980122],<=50K
854_b,[3-27],[3775-3980],"['nsw', 'wa']",[19960112-19980122],<=50K
955_b,[3-27],[3775-3980],"['nsw', 'wa']",[19960112-19980122],<=50K
486_b,[5-37],[3500-3505],['nsw'],[19990408-19991017],<=50K
554_b,[5-37],[3500-3505],['nsw'],[19990408-19991017],<=50K
777_b,[5-37],[3500-3505],['nsw'],[19990408-19991017],<=50K
908_b,[5-37],[3500-3505],['nsw'],[19990408-19991017],<=50K
432_b,[75-76],[3311-3340],"['nsw', 'vic']",[19960416-19970624],<=50K
699_b,[75-76],[3311-3340],"['nsw', 'vic']",[19960416-19970624],<=50K
933_b,[75-76],[3311-3340],"['nsw', 'vic']",[19960416-19970624],<=50K
196_b,[4-32],[4805-6018],"['nsw', 'vic']",[19970829-19990829],<=50K
227_b,[4-32],[4805-6018],"['nsw', 'vic']",[19970829-19990829],>50K
276_b,[4-32],[4805-6018],"['nsw', 'vic']",[19970829-19990829],<=50K
947_b,[4-32],[4805-6018],"['nsw', 'vic']",[19970829-19990829],<=50K
332_b,[7-519],[6018-6027],"['nsw', 'sa']",[19970102-19990829],>50K
465_b,[7-519],[6018-6027],"['nsw', 'sa']",[19970102-19990829],>50K
555_b,[7-519],[6018-6027],"['nsw', 'sa']",[19970102-19990829],>50K
725_b,[7-519],[6018-6027],"['nsw', 'sa']",[19970102-19990829],>50K
32_b,[44-109],[6060-6350],"['nsw', 'vic']",[19960203-19990615],<=50K
282_b,[44-109],[6060-6350],"['nsw', 'vic']",[19960203-19990615],<=50K
407_b,[44-109],[6060-6350],"['nsw', 'vic']",[19960203-19990615],>50K
956_b,[44-109],[6060-6350],"['nsw', 'vic']",[19960203-19990615],<=50K
60_b,[22-50],[7011-7310],['qld'],[19970504-19991026],>50K
413_b,[22-50],[7011-7310],['qld'],[19970504-19991026],<=50K
760_b,[22-50],[7011-7310],['qld'],[19970504-19991026],>50K
